timeline,likes,people,posts,relation_corp,relation_org,views,pe1,pe2,pe3,pe
2018-07-01,0.3049586776859504,275,0.4072727272727273,0.11781818181818182,0.635542521994135,0.4600745092506147,0.4072727272727273,0.24241159606499899,0.635542521994135,0.38064136738254956
2018-06-01,0.22878284506191482,301,0.457641196013289,0.10166112956810631,1.0,0.29825621712696276,0.457641196013289,0.17911666172802015,1.0,0.4283197161263794
2018-05-01,0.1871155160628845,266,0.43609022556390975,0.08571428571428572,0.6570458404074703,0.40283153480239914,0.43609022556390975,0.17955810463648805,0.6570458404074703,0.3812261507700393
2018-04-01,0.12196316614420065,232,0.46875,0.09310344827586206,0.5859288097886541,0.17242517994049242,0.46875,0.1176257099692897,0.5859288097886541,0.3751305939696523
2018-03-01,0.16645326504481436,213,0.47769953051643194,0.10610328638497653,0.5470240799636529,0.1563002158511283,0.47769953051643194,0.13424766587615822,0.5470240799636529,0.3815964260690719
2018-02-01,0.13444302176696543,213,0.4354460093896714,0.12300469483568074,0.5470240799636529,0.20938629166273276,0.4354460093896714,0.14371251228047655,0.5470240799636529,0.359083767314311
2018-01-01,0.22546897546897549,189,0.8425925925925926,0.0962962962962963,0.8219832735961768,0.19320389825293569,0.8425925925925926,0.15442962043942793,0.8219832735961768,0.6340827690470017
2017-12-01,0.07013919095258808,209,0.45454545454545453,0.0813397129186603,0.6504090137366878,0.14569735858560404,0.45454545454545453,0.09085108546222738,0.6504090137366878,0.36502349973960974
2017-11-01,0.11212121212121214,225,0.48333333333333334,0.0631111111111111,0.5610035842293907,0.10389107199859107,0.48333333333333334,0.08597013359163741,0.5610035842293907,0.3718913985004303
2017-10-01,0.13636363636363638,230,0.4043478260869565,0.06086956521739131,0.5910238429172511,0.11638040570904325,0.4043478260869565,0.09461995465959522,0.5910238429172511,0.3300970663417776
2017-09-01,0.1629711751662971,205,0.37073170731707317,0.0721951219512195,0.5683713611329663,0.24752839675806199,0.37073170731707317,0.1344945928771113,0.5683713611329663,0.3196245383666739
2017-08-01,0.1288227901131127,217,0.5841013824884793,0.11520737327188939,0.6264308012486993,0.10046244254087898,0.5841013824884793,0.1163430121780543,0.6264308012486993,0.4480068132713738
2017-07-01,0.10368663594470047,217,0.3709677419354839,0.035944700460829496,0.7159209157127993,0.16159086686253532,0.3709677419354839,0.08139651438633194,0.7159209157127993,0.3185916910484698
2017-06-01,0.20889037433155083,204,0.49019607843137253,0.0696078431372549,0.4759645793801392,0.12007319190926379,0.49019607843137253,0.12148567224994546,0.4759645793801392,0.37815980667182103
2017-05-01,0.1956521739130435,230,0.43043478260869567,0.12434782608695652,0.2532959326788219,0.2547705772646154,0.43043478260869567,0.1718236806703144,0.2532959326788219,0.3351375670341939
2017-04-01,0.231097027972028,208,0.4963942307692308,0.1,0.5134925558312655,0.43570713703296343,0.4963942307692308,0.2064705357982011,0.5134925558312655,0.4111269547841253
2017-03-01,0.09674447174447175,222,0.5,0.08018018018018018,0.6997965707643127,0.1146214404478117,0.5,0.09203771970299396,0.6997965707643127,0.3975909729873295
2017-02-01,0.06785083848190644,206,0.47815533980582525,0.10194174757281553,0.659880989664892,0.20120872712396876,0.47815533980582525,0.11156787075577344,0.659880989664892,0.3863516640767164
2017-01-01,0.11549925484351714,183,0.7404371584699454,0.07759562841530054,0.5305834655385158,0.16235912265876598,0.7404371584699454,0.10591941519245862,0.5305834655385158,0.5290964661935564
2016-12-01,0.16655100624566274,131,0.5,0.09465648854961832,0.29647869982762864,0.12225134248852997,0.5,0.12174381464621398,0.29647869982762864,0.366171014376627
2016-11-01,0.12674825174825177,156,0.5464743589743589,0.09102564102564102,0.7468982630272953,0.1192468991233975,0.5464743589743589,0.10738667586197553,0.7468982630272953,0.4347904444459375
2016-10-01,0.08522727272727273,160,0.6375,0.057499999999999996,0.3641129032258065,0.11497787537562329,0.6375,0.07731375689330648,0.3641129032258065,0.4421054173905726
2016-09-01,0.15078671328671328,156,0.4551282051282051,0.055128205128205134,0.37344913151364767,0.22307514497852313,0.4551282051282051,0.11741514554582118,0.37344913151364767,0.3456463798920342
2016-08-01,0.1427738927738928,117,0.44871794871794873,0.059829059829059825,0.1659773917838434,0.09579716808194833,0.44871794871794873,0.09190613136308742,0.1659773917838434,0.3134003478180798
2016-07-01,0.10010822510822512,126,0.38492063492063494,0.05238095238095238,0.30824372759856633,0.0878695103177486,0.38492063492063494,0.07379684578649345,0.30824372759856633,0.2839158074481856
2016-06-01,0.08103576751117735,122,0.7704918032786885,0.036065573770491806,0.15917503966155475,0.1314322865774933,0.7704918032786885,0.06862997445409777,0.15917503966155475,0.4988015782695979
2016-05-01,0.11727272727272728,125,0.38,0.06720000000000001,0.15535483870967742,0.15256084271703596,0.38,0.09929398672522538,0.15535483870967742,0.27332367988853534
2016-04-01,0.135236664162284,121,0.32644628099173556,0.08429752066115702,0.48147160757131435,0.2058269607119397,0.32644628099173556,0.12388515172165165,0.48147160757131435,0.28118047486866826
2016-03-01,0.04498106060606061,144,0.6284722222222222,0.08611111111111111,0.13485663082437277,0.26315644641107777,0.6284722222222222,0.1091811630195893,0.13485663082437277,0.4233233453216474
2016-02-01,0.11765888978278359,113,0.41814159292035397,0.10088495575221239,0.0,0.2732103265391167,0.41814159292035397,0.14038221011876462,0.0,0.29299961878784175
2016-01-01,0.06142506142506143,111,0.4752252252252252,0.023423423423423424,0.0,0.1519182558049249,0.4752252252252252,0.06052288130021512,0.0,0.30329199952519964
2015-12-01,0.13355201499531397,97,0.5489690721649485,0.04742268041237113,0.2001995344196874,0.1646325334448132,0.5489690721649485,0.09670345139374241,0.2001995344196874,0.3784124321590605
2015-11-01,0.09740259740259741,112,0.43080357142857145,0.07857142857142857,0.17338709677419356,0.13796637434487052,0.43080357142857145,0.0960997683754676,0.17338709677419356,0.3046507830472025
2015-10-01,0.10010822510822512,126,0.4087301587301587,0.06507936507936508,0.15412186379928317,0.15141294109692222,0.4087301587301587,0.09285473829153452,0.15412186379928317,0.2885067031054839
2015-09-01,0.34746503496503495,104,0.41346153846153844,0.11730769230769231,0.0,0.5143022614871507,0.41346153846153844,0.2657538089407868,0.0,0.3278030657591591
2015-08-01,0.4675324675324676,105,0.49523809523809526,0.047619047619047616,0.0,0.4660606375099655,0.49523809523809526,0.2572813915712572,0.0,0.3743272746142343
2015-07-01,0.19027484143763215,129,0.4903100775193798,0.05736434108527132,0.15053763440860216,0.22284357867527183,0.4903100775193798,0.13033333870897967,0.15053763440860216,0.348339811565182
2015-06-01,0.05194805194805196,105,0.46190476190476193,0.04,0.0,0.13150235162585325,0.46190476190476193,0.06188488590958624,0.0,0.295708322915733
2015-05-01,0.10946622185154296,109,0.4105504587155963,0.03486238532110092,0.5344776561112756,0.1466350909327212,0.4105504587155963,0.07959807740255759,0.5344776561112756,0.3236574640612526
2015-04-01,0.0497677504976775,137,0.36496350364963503,0.014598540145985401,0.14174711561101955,0.160326998043517,0.36496350364963503,0.05429499483099935,0.14174711561101955,0.24944131220018276
2015-03-01,0.07867132867132869,156,0.41025641025641024,0.04487179487179487,0.2489660876757651,0.2055608757388634,0.41025641025641024,0.08714947118506872,0.2489660876757651,0.29719529627694324
2015-02-01,0.07352941176470588,102,0.3382352941176471,0.049019607843137254,0.19038583175205567,0.18851578540474076,0.3382352941176471,0.08427178453192855,0.19038583175205567,0.24726129500537236
2015-01-01,0.1103896103896104,105,0.36666666666666664,0.02857142857142857,0.0,0.19320599487689938,0.36666666666666664,0.08604379637797728,0.0,0.24581313891339315
2014-12-01,0.09588068181818182,64,0.37890625,0.06875,0.0,0.23490902486543608,0.37890625,0.11012100951854176,0.0,0.26038005285556254
2014-11-01,0.3693181818181818,24,0.3229166666666667,0.1,0.8091397849462365,0.3052867945712116,0.3229166666666667,0.22185281345969687,0.8091397849462365,0.34121982253253275
2014-10-01,0.4799205648720212,103,0.4538834951456311,0.062135922330097085,0.18853742561854056,0.3702933075656213,0.4538834951456311,0.24910279213977915,0.18853742561854056,0.36591467729116645
2014-09-01,0.22219967532467536,112,0.5357142857142857,0.03571428571428571,0.9536290322580645,0.2364480778937735,0.5357142857142857,0.1318066610333002,0.9536290322580645,0.4563334729643679
2014-08-01,0.07723721590909091,128,0.890625,0.0265625,0.30342741935483875,0.13759266750321963,0.890625,0.0639709482733712,0.30342741935483875,0.5839090264174952
2014-07-01,0.20527859237536658,93,0.3924731182795699,0.05806451612903226,0.0,0.25842243012954147,0.3924731182795699,0.1423003218030344,0.0,0.27817396750865225
2014-06-01,0.08838383838383838,81,0.39197530864197533,0.029629629629629627,0.7192353643966547,0.20789074911850067,0.39197530864197533,0.08290811615366647,0.7192353643966547,0.3319811564709506
2014-05-01,0.3783716283716284,91,0.4065934065934066,0.07912087912087912,0.21339950372208438,0.2122178584219994,0.4065934065934066,0.19551549975632795,0.21339950372208438,0.32395064425515074
2014-04-01,0.15864086408640865,101,0.4084158415841584,0.04950495049504951,0.19227083998722455,0.24270062313169205,0.4084158415841584,0.12088485909978576,0.19227083998722455,0.30054204667915324
2014-03-01,0.3283986655546289,109,0.3876146788990826,0.11559633027522935,0.0,0.3402217673221449,0.3876146788990826,0.22436211826843233,0.0,0.29987744281997925
2014-02-01,0.1901913875598086,95,0.5105263157894737,0.04631578947368421,0.4088285229202038,0.20409574939561367,0.5105263157894737,0.12103446088390743,0.4088285229202038,0.3835089800308768
2014-01-01,1.0,60,0.45416666666666666,0.09,0.0,1.0,0.45416666666666666,0.5449999999999999,0.0,0.43599999999999994
2013-12-01,0.06136363636363636,50,0.36,0.02,0.0,0.1561668262721659,0.36,0.059642456163524094,0.0,0.23389273684905723
2013-11-01,0.09569377990430622,57,0.43859649122807015,0.042105263157894736,0.0,0.22597357906207582,0.43859649122807015,0.09495548136265439,0.0,0.2916445391456384
2013-10-01,0.08522727272727273,24,0.3125,0.03333333333333333,0.0,0.13274774626027805,0.3125,0.06878439773690409,0.0,0.20813531932107124
2013-09-01,0.09943181818181819,24,0.3645833333333333,0.016666666666666666,0.0,0.09972591883234819,0.3645833333333333,0.05810806255434843,0.0,0.2361824187663045
2013-08-01,0.21191646191646193,37,0.4527027027027027,0.08648648648648649,0.0,0.2673161554382041,0.4527027027027027,0.16028141290582265,0.0,0.3197060454933684
2013-07-01,0.27420948616600793,46,0.4782608695652174,0.034782608695652174,0.0,0.3027096563002058,0.4782608695652174,0.16019608145766961,0.0,0.3350153461764313
2013-06-01,0.1772727272727273,25,0.27,0.04,0.0,0.46671730013538953,0.27,0.16652527820889612,0.0,0.21195758346266885
2013-05-01,0.11363636363636363,24,0.3125,0.058333333333333334,0.0,0.13349073737740647,0.3125,0.08995572323305706,0.0,0.2144867169699171
2013-04-01,0.07867132867132869,13,0.5384615384615384,0.0,0.0,0.13975853423728468,0.5384615384615384,0.05155310544885554,0.0,0.3385428547115797
2013-03-01,0.34090909090909094,19,0.35526315789473684,0.05263157894736842,0.0,0.3948020167646604,0.35526315789473684,0.20754892009934356,0.0,0.27542257076664517
2013-02-01,0.06493506493506494,21,0.27380952380952384,0.009523809523809523,0.0,0.1031224496535067,0.27380952380952384,0.04486691417312559,0.0,0.17774578853765197
2013-01-01,0.34090909090909094,9,0.3888888888888889,0.04444444444444444,0.0,0.32801681911743663,0.3888888888888889,0.19009831331843682,0.0,0.29036282732886437
2012-12-01,0.18939393939393942,9,0.2777777777777778,0.06666666666666667,0.0,0.15762418958931856,0.2777777777777778,0.12167635306937886,0.0,0.2031695725874803
2012-11-01,0.1652892561983471,33,0.4318181818181818,0.04242424242424243,0.0,0.14613659629014777,0.4318181818181818,0.1000262173296549,0.0,0.28909877428980557
2012-10-01,0.0,1,0.75,0.0,0.0,0.05547667007892217,0.75,0.011095334015784435,0.0,0.4533286002047353
2012-09-01,0.17045454545454547,2,0.375,0.0,0.0,0.10401875639797907,0.375,0.07194011491595945,0.0,0.24658203447478783
2012-08-01,0.0,1,0.5,1.0,0.0,0.15652346200838754,0.5,0.5313046924016775,0.0,0.45939140772050324
2012-07-01,0.11363636363636363,3,0.8333333333333334,0.0,0.0,0.1657695736882079,0.8333333333333334,0.06724482382855068,0.0,0.5201734471485652
2012-06-01,0.0,2,1.0,0.0,0.0,0.25558894429217716,1.0,0.05111778885843543,0.0,0.6153353366575306
2012-05-01,0.0,3,0.5833333333333334,0.0,0.0,0.04226793910775022,0.5833333333333334,0.008453587821550045,0.0,0.35253607634646505
2012-04-01,0.08522727272727273,4,0.4375,0.0,0.0,0.07083181983290955,0.4375,0.03973454578476373,0.0,0.2744203637354291
2012-03-01,0.34090909090909094,1,0.25,0.0,0.0,0.025757025393785292,0.25,0.10742413235148433,0.0,0.1822272397054453
2012-02-01,0.0,1,0.25,0.0,0.0,0.015850477165406333,0.25,0.0031700954330812665,0.0,0.15095102862992438
2012-01-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
